song,song_popularity,artist,album,album_cover,artist_popularity,genre
No Scrubs,79,TLC,Fanmail,https://i.scdn.co/image/ab67616d0000b27361ffafd5e31a37336531cf95,67,pop
Ransom,79,Lil Tecca,We Love You Tecca,https://i.scdn.co/image/ab67616d0000b273bd69bbde4aeee723d6d08058,78,pop
Are You Entertained (feat. Ed Sheeran),79,Russ,Are You Entertained (feat. Ed Sheeran),https://i.scdn.co/image/ab67616d0000b27301d1117cb19a324aa5b1dd1e,76,pop
Wolves,79,Selena Gomez,Wolves,https://i.scdn.co/image/ab67616d0000b273307910d4242c0d6b1fedf955,81,pop
I Don’t Wanna Live Forever (Fifty Shades Darker),79,ZAYN,reputation Stadium Tour Surprise Song Playlist,https://i.scdn.co/image/ab67616d0000b27363d77f99117b28af9f656918,76,pop
Love Me Like You Do,79,Ellie Goulding,Fifty Shades Freed (Original Motion Picture Soundtrack),https://i.scdn.co/image/ab67616d0000b2736cd9798b6ace10ff98d1abdd,78,pop
Señorita,79,Shawn Mendes,Shawn Mendes (Deluxe),https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,84,pop
Light Switch,79,Charlie Puth,Light Switch (Instrumental),https://i.scdn.co/image/ab67616d0000b273101337d65122832b36bfc928,83,pop
Prisoner (feat. Dua Lipa),79,Miley Cyrus,Plastic Hearts,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142,81,pop
Chandelier,79,Sia,1000 Forms Of Fear,https://i.scdn.co/image/ab67616d0000b2735d199c9f6e6562aafa5aa357,83,pop
I Like It,79,Cardi B,Invasion of Privacy,https://i.scdn.co/image/ab67616d0000b273a0caffda54afd0a65995bbab,80,pop
Gimme More,79,Britney Spears,Blackout,https://i.scdn.co/image/ab67616d0000b273ca10fae7d292c52f7e8b11ca,80,pop
Maneater,79,Nelly Furtado,Loose,https://i.scdn.co/image/ab67616d0000b273a6f439c8957170652f9410e2,74,pop
Dancing On My Own,79,Calum Scott,Only Human (Deluxe),https://i.scdn.co/image/ab67616d0000b273f2d671c22b70e01b78a618a8,78,pop
Lost Me,79,Giveon,Give Or Take,https://i.scdn.co/image/ab67616d0000b2732739e569d6b6d0e0abc8cd9b,80,pop
DJ Got Us Fallin' In Love (feat. Pitbull),79,Usher,Raymond v Raymond (Expanded Edition),https://i.scdn.co/image/ab67616d0000b27386b0c9728ad3ed338eaeea79,78,pop
No Guidance (feat. Drake),79,Chris Brown,Indigo,https://i.scdn.co/image/ab67616d0000b2739e588b0c2afe8178b2b76231,87,pop
Get You (feat. Kali Uchis),79,Daniel Caesar,Freudian,https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037,77,pop
No Idea,79,Don Toliver,Heaven Or Hell,https://i.scdn.co/image/ab67616d0000b27345190a074bef3e8ce868b60c,78,pop
GHOST TOWN,79,Benson Boone,GHOST TOWN,https://i.scdn.co/image/ab67616d0000b273dc94a17624484c674252385b,72,pop
Angels Like You,79,Miley Cyrus,Plastic Hearts,https://i.scdn.co/image/ab67616d0000b2738cffb7c6c40759eaf8a5a142,81,pop
Bruises,79,Lewis Capaldi,Divinely Uninspired To A Hellish Extent,https://i.scdn.co/image/ab67616d0000b273fc2101e6889d6ce9025f85f2,78,pop
...Baby One More Time,79,Britney Spears,...Baby One More Time (Digital Deluxe Version),https://i.scdn.co/image/ab67616d0000b2738e49866860c25afffe2f1a02,80,pop
Say It Right,79,Nelly Furtado,Loose,https://i.scdn.co/image/ab67616d0000b273a6f439c8957170652f9410e2,74,pop
Scars To Your Beautiful,78,Alessia Cara,Know-It-All,https://i.scdn.co/image/ab67616d0000b273d7ef1ffbd2a5821152f35ce1,74,pop
Dusk Till Dawn (feat. Sia) - Radio Edit,78,ZAYN,Icarus Falls,https://i.scdn.co/image/ab67616d0000b2732bdcb339402ebd78651f09c8,76,pop
Teeth,78,5 Seconds of Summer,13 Reasons Why (Season 3),https://i.scdn.co/image/ab67616d0000b27325a1320532b730a8d42a9915,78,pop
Love You Like A Love Song,78,Selena Gomez & The Scene,When The Sun Goes Down,https://i.scdn.co/image/ab67616d0000b2731c8193de8d62b2ffa49a09db,67,pop
"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",78,Justin Timberlake,"CAN'T STOP THE FEELING! (from DreamWorks Animation's ""TROLLS"")",https://i.scdn.co/image/ab67616d0000b273ef37416970812293c08e8a78,80,pop
IDK You Yet,78,Alexander 23,IDK You Yet (Live on Piano),https://i.scdn.co/image/ab67616d0000b273fe03064db12346c962cd0c56,64,pop
Beautiful Girls,78,Sean Kingston,Beautiful Girls,https://i.scdn.co/image/ab67616d0000b2736a45d20e414fbc456ecea553,69,pop
Sure Thing,78,Miguel,All I Want Is You,https://i.scdn.co/image/ab67616d0000b273d5a8395b0d80b8c48a5d851c,77,pop
"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) - Remix",78,Ty Dolla $ign,"Or Nah (feat. The Weeknd, Wiz Khalifa & DJ Mustard) [Remix]",https://i.scdn.co/image/ab67616d0000b2731c04efd2804b16cf689de7f0,80,pop
Here's Your Perfect,78,Jamie Miller,Here's Your Perfect,https://i.scdn.co/image/ab67616d0000b2730f77b506b28aa892702cc101,65,pop
Best Part (feat. H.E.R.),78,Daniel Caesar,Freudian,https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037,77,pop
Me And My Broken Heart,78,Rixton,Let The Road,https://i.scdn.co/image/ab67616d0000b273647377a36072bd08e44dd32b,61,pop
This Could Be Us,78,Rae Sremmurd,SremmLife,https://i.scdn.co/image/ab67616d0000b2734ca3fb4517ff722918877460,72,pop
Him & I (with Halsey),78,G-Eazy,The Beautiful & Damned,https://i.scdn.co/image/ab67616d0000b273046527a9c176f7c2916f3530,75,pop
Falling,78,Trevor Daniel,Nicotine,https://i.scdn.co/image/ab67616d0000b2734dbf782532ca5d09012dc2d5,66,pop
Freaky Deaky,78,Tyga,Freaky Deaky,https://i.scdn.co/image/ab67616d0000b2739d272936b9368c8d7fd2e6ef,80,pop
ROXANNE,78,Arizona Zervas,ROXANNE,https://i.scdn.co/image/ab67616d0000b273069a93617a916760ab88ffea,66,pop
Drowning (feat. Kodak Black),78,A Boogie Wit da Hoodie,The Bigger Artist,https://i.scdn.co/image/ab67616d0000b273cdba7ee22968991250725ce1,80,pop
cinderella's dead,78,EMELINE,cinderella's dead,https://i.scdn.co/image/ab67616d0000b273b90582e9dd66ada7f5597957,63,pop
Fireflies,78,Owl City,Ocean Eyes,https://i.scdn.co/image/ab67616d0000b273785d4e702802da500fc78b32,68,pop
So Good,78,Halsey,So Good,https://i.scdn.co/image/ab67616d0000b27339e6616a499bc092f469cae0,83,pop
Take You Dancing,78,Jason Derulo,Take You Dancing,https://i.scdn.co/image/ab67616d0000b27354eab2e4aa8b8706b6b526d2,80,pop
Die Young,78,Kesha,Warrior (Expanded Edition),https://i.scdn.co/image/ab67616d0000b27376c5c62197115a22b23ff950,76,pop
I Hate U,78,SZA,I Hate U,https://i.scdn.co/image/ab67616d0000b2732cb5c3a1013e6be7084da957,82,pop
Memories,78,Conan Gray,Superache,https://i.scdn.co/image/ab67616d0000b27360a89b781c62ffe2136e4396,81,pop
Her,78,Megan Thee Stallion,Traumazine,https://i.scdn.co/image/ab67616d0000b2731182d680c2894b4e0f39033e,82,pop
Play Date,78,Melanie Martinez,Cry Baby (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b2733899712512f50a8d9e01e951,78,pop
Drops of Jupiter (Tell Me),78,Train,Drops Of Jupiter,https://i.scdn.co/image/ab67616d0000b273a65df73c4011b6a9357c89f0,72,pop
"After The Storm (feat. Tyler, The Creator & Bootsy Collins)",78,Kali Uchis,Isolation,https://i.scdn.co/image/ab67616d0000b27390b4e1905b1fc48c537ec053,79,pop
AMAZING,78,Rex Orange County,WHO CARES?,https://i.scdn.co/image/ab67616d0000b2735b656d32ea6b0b9c54c2d2e0,80,pop
Mirrors,78,Justin Timberlake,The 20/20 Experience (Deluxe Version),https://i.scdn.co/image/ab67616d0000b273db1d1cdc927a07825a2ed244,80,pop
Still Don't Know My Name,78,Labrinth,Euphoria (Original Score from the HBO Series),https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867,78,pop
Without Me,77,Halsey,Manic,https://i.scdn.co/image/ab67616d0000b2737636e1c9e67eaafc9f49aefd,83,pop
Lush Life,77,Zara Larsson,So Good,https://i.scdn.co/image/ab67616d0000b2739e1683774b22648f4f178ed3,76,pop
Like I'm Gonna Lose You (feat. John Legend),77,Meghan Trainor,Title (Deluxe),https://i.scdn.co/image/ab67616d0000b2733b11178cccd78ec77fc12dbc,74,pop
because i liked a boy,77,Sabrina Carpenter,emails i can't send,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf,74,pop
comethru,77,Jeremy Zucker,"summer,",https://i.scdn.co/image/ab67616d0000b273cb16227d90152c2a5022bba1,72,pop
Better,77,Khalid,Suncity,https://i.scdn.co/image/ab67616d0000b27360624c0781fd787c9aa4699c,85,pop
This City,77,Sam Fischer,This City,https://i.scdn.co/image/ab67616d0000b27370e6c775adc0f71e6bef0a9b,66,pop
Scream & Shout,77,will.i.am,#willpower,https://i.scdn.co/image/ab67616d0000b273e6082141bd7c86ae9f11ea26,72,pop
Bigger Than Me,77,Louis Tomlinson,Bigger Than Me,https://i.scdn.co/image/ab67616d0000b2738e56c403eb708ae0cd7e4968,69,pop
"i hate u, i love u (feat. olivia o'brien)",77,gnash,us,https://i.scdn.co/image/ab67616d0000b27308862f843ea27f44f8e8cbd8,64,pop
"Lemonade (feat. Gunna, Don Toliver & NAV)",77,Internet Money,B4 The Storm,https://i.scdn.co/image/ab67616d0000b2739ca0c952f130e28025209cf0,73,pop
Fight Song,77,Rachel Platten,Wildfire,https://i.scdn.co/image/ab67616d0000b273a9e4d7fae5dfcc8f9cc96bc9,62,pop
Sunday Best,77,Surfaces,Where the Light Is,https://i.scdn.co/image/ab67616d0000b2733667dc27da7b24360d6050d0,72,pop
Material Girl,77,Madonna,Celebration (double disc version),https://i.scdn.co/image/ab67616d0000b2738f9f218b386e6aeb27184307,77,pop
Chosen (feat. Ty Dolla $ign),77,Blxst,No Love Lost (Deluxe),https://i.scdn.co/image/ab67616d0000b2733ff60cb3e14bc0a2a2b68020,73,pop
I Feel Like I'm Drowning,77,Two Feet,A 20 Something Fuck,https://i.scdn.co/image/ab67616d0000b273fe3a12c23f04549cef0fbe84,71,pop
2 Die 4,77,Tove Lo,2 Die 4,https://i.scdn.co/image/ab67616d0000b273b60e5a76c9dc9f15a11c913d,75,pop
Make You Say,77,Zedd,Make You Say,https://i.scdn.co/image/ab67616d0000b273f9016f0cc9d6340cbac7c80e,75,pop
Secret Love Song (feat. Jason Derulo),77,Little Mix,Get Weird (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273995994477ea1ae8097978bf8,77,pop
Eastside (with Halsey & Khalid),77,benny blanco,FRIENDS KEEP SECRETS,https://i.scdn.co/image/ab67616d0000b273693dbf001d5b2d06ad9e5f4d,77,pop
Half A Man,77,Dean Lewis,A Place We Knew,https://i.scdn.co/image/ab67616d0000b273a787f718fb485b66d6219247,75,pop
SexyBack (feat. Timbaland),77,Justin Timberlake,FutureSex/LoveSounds,https://i.scdn.co/image/ab67616d0000b273c6ba98fd3f3b396a6c6f7091,80,pop
Sk8er Boi,77,Avril Lavigne,Let Go,https://i.scdn.co/image/ab67616d0000b273f7ec724fbf97a30869d06240,76,pop
Whistle,77,Flo Rida,Wild Ones,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,77,pop
No One,77,Alicia Keys,As I Am (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273ae33b6bc69fe5405f6884b7e,77,pop
Playing Games (with Bryson Tiller) - Extended Version,77,Summer Walker,Over It,https://i.scdn.co/image/ab67616d0000b273b5ed9187ac7f8aa281a547e3,78,pop
Scared to Be Lonely,77,Martin Garrix,Scared to Be Lonely,https://i.scdn.co/image/ab67616d0000b27364f8a309aa3c0a66a31fc374,76,pop
Exchange,77,Bryson Tiller,T R A P S O U L,https://i.scdn.co/image/ab67616d0000b273d5f3cea8affdca01a0dc754f,77,pop
"Me, Myself & I",77,G-Eazy,When It's Dark Out,https://i.scdn.co/image/ab67616d0000b27398acfa8c055deedc25e6081d,75,pop
PILLOWTALK,77,ZAYN,Mind Of Mine (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b273a15e26d05b7ce776b566579d,76,pop
Heart Attack,77,Demi Lovato,Demi,https://i.scdn.co/image/ab67616d0000b273aadb13ae608f6af20528409b,81,pop
Harleys In Hawaii,77,Katy Perry,Smile,https://i.scdn.co/image/ab67616d0000b2735ebe6cbd74a47a5e8ea88985,83,pop
that way,77,Tate McRae,all the things i never said,https://i.scdn.co/image/ab67616d0000b273cdfe41cd475f8ad3a29b3537,78,pop
Skyline,77,Khalid,Skyline,https://i.scdn.co/image/ab67616d0000b273b25a6f8bac702391f3e59129,85,pop
Cheap Thrills,77,Sia,This Is Acting,https://i.scdn.co/image/ab67616d0000b27349e0134c686547c28b7c999f,83,pop
"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",77,DJ Snake,"SG (with Ozuna, Megan Thee Stallion & LISA of BLACKPINK)",https://i.scdn.co/image/ab67616d0000b27354d075797911e02360beb3e7,77,pop
Broken Clocks,77,SZA,Ctrl,https://i.scdn.co/image/ab67616d0000b2734c79d5ec52a6d0302f3add25,82,pop
lowkey,77,NIKI,lowkey,https://i.scdn.co/image/ab67616d0000b273135a78be90223c126a4e2c36,76,pop
Wild Ones (feat. Sia),77,Flo Rida,Wild Ones,https://i.scdn.co/image/ab67616d0000b273871d85943145dde548f4ae09,77,pop
Girl on Fire,77,Alicia Keys,Girl on Fire (Remixes) - EP,https://i.scdn.co/image/ab67616d0000b273a4fe49eb27e8152710e7a590,77,pop
Somebody To You,76,The Vamps,Meet The Vamps,https://i.scdn.co/image/ab67616d0000b2739f89b8390933e9ccb3673c89,69,pop
Butterflies,76,MAX,Butterflies,https://i.scdn.co/image/ab67616d0000b2731b7c878bdc17d023295df222,68,pop
Don't Call Me Up,76,Mabel,Ivy To Roses (Mixtape),https://i.scdn.co/image/ab67616d0000b273fb4278cf3d557dc89ca80ad5,70,pop
Perfect Strangers,76,Jonas Blue,Blue,https://i.scdn.co/image/ab67616d0000b2735b6bcc59c3562a6f362344c6,74,pop
Could've Been (feat. Bryson Tiller),76,H.E.R.,I Used To Know Her,https://i.scdn.co/image/ab67616d0000b2732066a381ebbbb1f8312764e7,75,pop
Say My Name,76,Destiny's Child,The Writing's On The Wall,https://i.scdn.co/image/ab67616d0000b2733718df75b57340c1947747e8,70,pop
oui,76,Jeremih,Late Nights: The Album,https://i.scdn.co/image/ab67616d0000b273262c8e955ad5c60b1d0abf53,74,pop
Sugar (feat. Francesco Yates),76,Robin Schulz,Sugar,https://i.scdn.co/image/ab67616d0000b2733c9047f9aa5d0d1e03827039,77,pop
Unwritten,76,Natasha Bedingfield,Unwritten,https://i.scdn.co/image/ab67616d0000b273b337e1ca6629a53c66a3b0d4,64,pop
Wolves (feat. Post Malone),76,Big Sean,Detroit 2,https://i.scdn.co/image/ab67616d0000b273b1b3fdd23be4c158d4d2c32f,78,pop
Do It Better (feat. Zoe Wees),76,Felix Jaehn,Do It Better (feat. Zoe Wees),https://i.scdn.co/image/ab67616d0000b273288f7f8ddba8c526683549d5,74,pop
Big Energy,76,Latto,777,https://i.scdn.co/image/ab67616d0000b273326f80324c992d1eb403bf1c,73,pop
REEL IT IN,76,Aminé,ONEPOINTFIVE,https://i.scdn.co/image/ab67616d0000b273a52fb68f00620e45ed7467c5,69,pop
Little Do You Know,76,Alex & Sierra,It's About Us,https://i.scdn.co/image/ab67616d0000b273925b6102fc5edac08ec995b5,60,pop
Dance Monkey,76,Tones And I,Welcome To The Madhouse (Deluxe),https://i.scdn.co/image/ab67616d0000b2738e8197111f9d57793a5e7eff,72,pop
STAYING ALIVE (feat. Drake & Lil Baby),76,DJ Khaled,GOD DID,https://i.scdn.co/image/ab67616d0000b273b1038aaf26f4c6daad614707,83,pop
Someone To You,76,BANNERS,Where The Shadow Ends,https://i.scdn.co/image/ab67616d0000b273f1bff89049561177b7cccebb,66,pop
Hrs & Hrs,76,Muni Long,Public Displays Of Affection,https://i.scdn.co/image/ab67616d0000b2738e8e798a28b954115b001d5c,64,pop
Stir Fry,76,Migos,Culture II,https://i.scdn.co/image/ab67616d0000b2739c188c494d8bfaf895411890,77,pop
Believe,76,Cher,Believe,https://i.scdn.co/image/ab67616d0000b27361c83e0a3e42be611729c840,68,pop
the perfect pair,76,beabadoobee,Beatopia,https://i.scdn.co/image/ab67616d0000b273384d10f967c2b914de7e2713,72,pop
ONLY,76,LeeHi,4 ONLY,https://i.scdn.co/image/ab67616d0000b273d5d11b6ac4242aaa41c8be69,65,pop
"Let Me Go (with Alesso, Florida Georgia Line & watt)",76,Hailee Steinfeld,"Let Me Go (with Alesso, Florida Georgia Line & watt)",https://i.scdn.co/image/ab67616d0000b273523eb48df1fa22b6d450833e,72,pop
i'm so tired...,76,Lauv,~how i'm feeling~,https://i.scdn.co/image/ab67616d0000b27336b12a4082f11d16a519b964,78,pop
Who Says,76,Selena Gomez & The Scene,When The Sun Goes Down,https://i.scdn.co/image/ab67616d0000b2731c8193de8d62b2ffa49a09db,67,pop
you were good to me,76,Jeremy Zucker,brent,https://i.scdn.co/image/ab67616d0000b273d841ad4d4aa791514d7e9758,72,pop
"Stay With Me (with Justin Timberlake, Halsey & Pharrell)",76,Calvin Harris,Funk Wav Bounces Vol. 2,https://i.scdn.co/image/ab67616d0000b273c5844aae8ac82f2a4fa6415e,85,pop
Melody,76,Sigala,Melody,https://i.scdn.co/image/ab67616d0000b27301649797af71d97b8f53ebf3,73,pop
Happiest Year,76,Jaymes Young,Feel Something (Deluxe),https://i.scdn.co/image/ab67616d0000b2734fa99b79cb393270c88adfdf,71,pop
Brother,76,Kodaline,Politics of Living,https://i.scdn.co/image/ab67616d0000b2732112db8aa9dabc6cdd9e14d0,70,pop
I'm In Love With You,76,The 1975,I'm In Love With You,https://i.scdn.co/image/ab67616d0000b27398551386d3d790a830bc24b8,76,pop
Narcissist,76,Lauren Spencer Smith,Narcissist,https://i.scdn.co/image/ab67616d0000b273020e812a95314e4ea67162bb,71,pop
So Sick,76,Ne-Yo,In My Own Words,https://i.scdn.co/image/ab67616d0000b273987a1825341694ec9bc62457,77,pop
Thrift Shop (feat. Wanz),76,Macklemore & Ryan Lewis,The Heist,https://i.scdn.co/image/ab67616d0000b2732a6b364528b128a4a17d100d,72,pop
Rain In Ibiza,76,Felix Jaehn,Rain In Ibiza,https://i.scdn.co/image/ab67616d0000b27322fbeb38b24dbdd7afa7fef7,74,pop
Swang,76,Rae Sremmurd,SremmLife 2 (Deluxe),https://i.scdn.co/image/ab67616d0000b273881fb62d913fe712fc2e1c95,72,pop
Lights - Sped Up Version,76,Ellie Goulding,Lights (Sped Up Version),https://i.scdn.co/image/ab67616d0000b273bb4cc06a0334303c3684b776,78,pop
Ghost Of You,76,5 Seconds of Summer,Youngblood (Deluxe),https://i.scdn.co/image/ab67616d0000b27341aa6776dc15fbd71a2b4557,78,pop
Don’t Wake Me Up,76,Jonas Blue,Don’t Wake Me Up,https://i.scdn.co/image/ab67616d0000b2730e3723dac6e7b6c08a553397,74,pop
Swalla (feat. Nicki Minaj & Ty Dolla $ign),76,Jason Derulo,Swalla (feat. Nicki Minaj & Ty Dolla $ign),https://i.scdn.co/image/ab67616d0000b2739d6522bee68370fa5592301d,80,pop
Backstabber,76,Kesha,Animal (Expanded Edition),https://i.scdn.co/image/ab67616d0000b2737a6339d6ddfd579f77559b3c,76,pop
Truth Hurts,76,Lizzo,Cuz I Love You (Super Deluxe),https://i.scdn.co/image/ab67616d0000b2737bebcd2260ef90d7cb7ec0fb,80,pop
Raise Your Glass,76,P!nk,Raise Your Glass,https://i.scdn.co/image/ab67616d0000b2736f3451faa271fbe470685f34,79,pop
It Ain't Me (with Selena Gomez),76,Kygo,It Ain't Me (with Selena Gomez),https://i.scdn.co/image/ab67616d0000b27341f289940f2e6a0d51988d77,80,pop
No Love (with SZA),76,Summer Walker,Still Over It,https://i.scdn.co/image/ab67616d0000b273cd4fbef085542cb698fd598c,78,pop
Work from Home (feat. Ty Dolla $ign),75,Fifth Harmony,7/27 (Deluxe),https://i.scdn.co/image/ab67616d0000b273d03fa6f4e758282b7920b5c8,68,pop
Mine,75,Bazzi,COSMIC,https://i.scdn.co/image/ab67616d0000b273f9f2d43ff44bdfbe8c556f8d,73,pop
Symphony (feat. Zara Larsson),75,Clean Bandit,What Is Love? (Deluxe Edition),https://i.scdn.co/image/ab67616d0000b27337fb0680110fbb107740de5d,75,pop
hate u love u,75,Olivia O'Brien,hate u love u,https://i.scdn.co/image/ab67616d0000b273f9a776c0d4ec78052c92882b,69,pop
she's all i wanna be,75,Tate McRae,i used to think i could fly,https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2,78,pop
Super Freaky Girl,75,Nicki Minaj,Queen Radio: Volume 1,https://i.scdn.co/image/ab67616d0000b273facb808b493713699283feca,86,pop
At My Worst,75,Pink Sweat$,PINK PLANET,https://i.scdn.co/image/ab67616d0000b27375af9fb0fa8dc8f3adef6905,70,pop
Be Alright,75,Dean Lewis,A Place We Knew,https://i.scdn.co/image/ab67616d0000b273a787f718fb485b66d6219247,75,pop
Sativa,75,Jhené Aiko,Trip,https://i.scdn.co/image/ab67616d0000b2737ccc8005498d9f75b03333c2,77,pop
I'm Yours,75,Jason Mraz,We Sing. We Dance. We Steal Things.,https://i.scdn.co/image/ab67616d0000b2732a51209f34db2c3e974db333,72,pop
Airplanes (feat. Hayley Williams of Paramore),75,B.o.B,B.o.B Presents: The Adventures of Bobby Ray,https://i.scdn.co/image/ab67616d0000b273484d121f0e2d2caf87d5d10b,72,pop
Miss Independent,75,Ne-Yo,Year Of The Gentleman (Bonus Track Edition),https://i.scdn.co/image/ab67616d0000b2735694163d7c4ab48251e9b57c,77,pop
Bleeding Love,75,Leona Lewis,Spirit,https://i.scdn.co/image/ab67616d0000b27334fd9eb8cd48e518598aec55,65,pop
Remember That Night?,75,Sara Kays,Remember That Night?,https://i.scdn.co/image/ab67616d0000b273f36780c7d24ed9e6340c1fde,61,pop
Buy U a Drank (Shawty Snappin') (feat. Yung Joc),75,T-Pain,Epiphany (Expanded Edition),https://i.scdn.co/image/ab67616d0000b273baf2f329d4feeb19761eddf4,76,pop
Love,75,Keyshia Cole,The Way It Is,https://i.scdn.co/image/ab67616d0000b2732cc2323c681b3f84cdc8379a,65,pop
High Enough,75,K.Flay,Every Where Is Some Where,https://i.scdn.co/image/ab67616d0000b273be9f834ad14e0d95a35a6981,66,pop
The Bones,75,Maren Morris,GIRL,https://i.scdn.co/image/ab67616d0000b273f46b5e01e02ab8247be49978,73,pop
Wasted Love (feat. Lagique),75,Ofenbach,Wasted Love (feat. Lagique),https://i.scdn.co/image/ab67616d0000b273632e5aeca45b4cf0b9c08fcc,70,pop
Ramen & OJ,75,Joyner Lucas,Ramen & OJ,https://i.scdn.co/image/ab67616d0000b2734fd8e64469ff9dd01faf50fe,71,pop
Until I Found You,75,Stephen Sanchez,Easy On My Eyes,https://i.scdn.co/image/ab67616d0000b2739522042f86d0bb0d4e9e3783,75,pop
29,75,Demi Lovato,HOLY FVCK,https://i.scdn.co/image/ab67616d0000b2734fa2524ad6e11753b93766ed,81,pop
Paradise,75,Bazzi,Soul Searching,https://i.scdn.co/image/ab67616d0000b2733a376bd9b9b1f4b2686807db,73,pop
Slow Hands,75,Niall Horan,Flicker (Deluxe),https://i.scdn.co/image/ab67616d0000b2735bac234d5511248b248caf36,75,pop
Hold My Hand,75,Lady Gaga,Top Gun: Maverick (Music From The Motion Picture),https://i.scdn.co/image/ab67616d0000b27302701cfe03aca6827b5c5449,84,pop
Nothin' on You (feat. Bruno Mars),75,B.o.B,B.o.B Presents: The Adventures of Bobby Ray,https://i.scdn.co/image/ab67616d0000b273484d121f0e2d2caf87d5d10b,72,pop
Break Your Heart,75,Taio Cruz,The Rokstarr Hits Collection,https://i.scdn.co/image/ab67616d0000b27366c3eb32692a0ae487079cf1,69,pop
